id,mif_id,category_id,title,isbn,authors,url,created_at,updated_at
63,17804,14,Давай строить!,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/davaj-stroit/,2017-02-28 16:57:20,2017-02-28 16:57:20
64,17919,14,Kumon. 3D поделки из бумаги. Трицератопс и птеранодон ,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/kumon-3d-podelki-iz-bumagi-triczeratops-i-pteranodon/,2017-02-28 16:57:20,2017-02-28 16:57:20
65,18058,14,Возвращение,<null>,Аарон Бекер,http://www.mann-ivanov-ferber.ru/books/vozvrashhenie/,2017-02-28 16:57:20,2017-02-28 16:57:20
66,18310,9,45 татуировок продавана. Подарочный комплект,<null>,Максим Батырев (Комбат),http://www.mann-ivanov-ferber.ru/books/45-tatuirovok-prodavana-podarochnyij-komplekt/,2017-02-28 16:57:20,2017-02-28 16:57:20
67,17896,14,Удивительное путешествие в мир животных,<null>,"Брендан Кирни, Анна Клейбурн",http://www.mann-ivanov-ferber.ru/books/udivitelnoe-puteshestvie-v-mir-zhivotnyix/,2017-02-28 16:57:20,2017-02-28 16:57:20
68,17914,14,Белый медведь,<null>,Дженни Десмонд,http://www.mann-ivanov-ferber.ru/books/belyij-medved/,2017-02-28 16:57:20,2017-02-28 16:57:20
59,18057,14,Маленький театр Ребекки,<null>,Ребекка Дотремер,http://www.mann-ivanov-ferber.ru/books/malenkij-teatr-rebekki/,2017-02-28 16:57:20,2017-02-28 17:02:20
41,17865,11,Минуту внимания,<null>,Сэм Хорн,http://www.mann-ivanov-ferber.ru/books/minutu-vnimaniya/,2017-02-28 16:57:19,2017-02-28 17:03:43
43,17277,11,Восходящая спираль,<null>,Алекс Корб,http://www.mann-ivanov-ferber.ru/books/vosxodyashhaya-spiral/,2017-02-28 16:57:19,2017-02-28 17:03:43
42,18300,12,Блокнот для идей МИФа А6 (белый),<null>,<null>,http://www.mann-ivanov-ferber.ru/books/bloknot-dlya-idej-mif-belyij/,2017-02-28 16:57:19,2017-02-28 17:02:23
44,17770,11,Мозг с препятствиями,<null>,Тео Цаусидис,http://www.mann-ivanov-ferber.ru/books/mozg-s-prepyatstviyami/,2017-02-28 16:57:19,2017-02-28 17:03:43
45,17911,12,Начни рисовать,<null>,Эдвин Лутц,http://www.mann-ivanov-ferber.ru/books/nachni-risovat/,2017-02-28 16:57:19,2017-02-28 17:03:43
57,17769,11,Как разговаривать с мудаками,<null>,Марк Гоулстон,http://www.mann-ivanov-ferber.ru/books/kak-razgovarivat-s-mudakami/,2017-02-28 16:57:20,2017-02-28 17:03:43
46,18161,14,Scratch для детей,<null>,Мажед Маржи,http://www.mann-ivanov-ferber.ru/books/scratch-dlya-detej/,2017-02-28 16:57:19,2017-02-28 17:02:23
47,17746,12,Акварельное вдохновение,<null>,Элизабет Голдинг,http://www.mann-ivanov-ferber.ru/books/akvarelnoe-vdohnovenie/,2017-02-28 16:57:19,2017-02-28 17:02:23
70,17994,14,Дело о пропавшем кольце,<null>,"Юлия Луговская, Люда Гаврилова, Анна Бабушкина",http://www.mann-ivanov-ferber.ru/books/delo-o-propavshem-kolcze/,2017-02-28 16:57:20,2017-02-28 17:03:43
49,18179,14,Длинное долгое путешествие,<null>,"Ян Валь, Лоран Гапайар",http://www.mann-ivanov-ferber.ru/books/dlinnoe-dolgoe-puteshestvie/,2017-02-28 16:57:19,2017-02-28 17:02:23
50,18175,14,Карл Мопс,<null>,"Фабиола Нонн, Лукас Вейденбах, Жоэль Турлониас",http://www.mann-ivanov-ferber.ru/books/karl-mops/,2017-02-28 16:57:19,2017-02-28 17:02:24
51,17801,14,Фермер Вилли и первый снег,<null>,Тед ван Лисхаут,http://www.mann-ivanov-ferber.ru/books/fermer-villi-i-pervyij-sneg/,2017-02-28 16:57:19,2017-02-28 17:02:24
52,18142,14,Фермер Вилли едет на рынок,<null>,Тед ван Лисхаут,http://www.mann-ivanov-ferber.ru/books/fermer-villi-edet-na-ryinok/,2017-02-28 16:57:19,2017-02-28 17:02:24
53,17912,12,Удивительные коллекции,<null>,Стив Макдональд,http://www.mann-ivanov-ferber.ru/books/udivitelnyie-kollekczii/,2017-02-28 16:57:19,2017-02-28 17:02:24
55,17922,14,Животные в природе. Медведь,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/zhivotnyie-v-prirode-medved/,2017-02-28 16:57:19,2017-02-28 17:02:24
56,17936,14,Животные в природе. Волк,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/zhivotnyie-v-prirode-volk/,2017-02-28 16:57:20,2017-02-28 17:02:24
72,17417,10,Как растут бренды,<null>,Байрон Шарп,http://www.mann-ivanov-ferber.ru/books/kak-rastut-brendyi/,2017-02-28 16:57:20,2017-02-28 17:03:43
58,17983,12,Цветовой квест,<null>,Джоана Вебстер,http://www.mann-ivanov-ferber.ru/books/czvetovoj-kvest/,2017-02-28 16:57:20,2017-02-28 17:02:24
69,17915,14,Синий кит,<null>,Дженни Десмонд,http://www.mann-ivanov-ferber.ru/books/sinij-kit/,2017-02-28 16:57:20,2017-02-28 17:02:24
73,17672,11,Золотые правила,<null>,"Боб Боуман, Чарльз Батлер",http://www.mann-ivanov-ferber.ru/books/zolotyie-pravila/,2017-02-28 16:57:20,2017-02-28 17:03:43
74,17759,9,Лидер и племя,<null>,"Дэйв Логан, Джон Кинг, Хэли Фишер-Райт",http://www.mann-ivanov-ferber.ru/books/lider-i-plemya/,2017-02-28 16:57:20,2017-02-28 17:03:43
76,17924,12,О шрифте,<null>,Эрик Шпикерманн,http://www.mann-ivanov-ferber.ru/books/o-shrifte/,2017-02-28 16:57:20,2017-02-28 17:03:43
78,17667,15,Глазами физика,<null>,"Уолтер Левин, Уоррен Гольдштейн",http://www.mann-ivanov-ferber.ru/books/glazami-fizika/,2017-02-28 16:57:20,2017-02-28 17:03:43
75,17923,12,Где Уорхол?,<null>,"Кэтрин Ингрэм, Эндрю Рэй",http://www.mann-ivanov-ferber.ru/books/gde-uorxol/,2017-02-28 16:57:20,2017-02-28 17:02:24
830,5908,9,Отдел продаж под ключ,<null>,Сергей Капустин и Дмитрий Крутов,http://www.mann-ivanov-ferber.ru/books/paperbook/sales-department-under-key/,2017-02-28 16:57:31,2017-02-28 17:03:50
77,17877,14,Метаморфозы,<null>,Фредерик Клеман,http://www.mann-ivanov-ferber.ru/books/metamorfozyi/,2017-02-28 16:57:20,2017-02-28 17:02:24
1038,5500,9,Охота на покупателя,<null>,Александр  Деревицкий,http://www.mann-ivanov-ferber.ru/books/paperbook/ohotanapokypatel/,2017-02-28 17:02:33,2017-02-28 17:38:59
1039,5518,11,Наживемся на кризисе капитализма,<null>,Дмитрий Хотимский,http://www.mann-ivanov-ferber.ru/books/paperbook/nazhivemsya-na-krizisec/,2017-02-28 17:02:33,2017-02-28 17:39:14
114,17857,14,Kumon. Развитие мышления. Сходство и различие,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/kumon-razvitie-myshleniya-shodstvo-i-razlichie/,2017-02-28 16:57:20,2017-02-28 16:57:20
115,17858,14,Kumon. Развитие мышления. Творческие способности,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/kumon-razvitie-myshleniya-tvorcheskie-sposobnosti/,2017-02-28 16:57:20,2017-02-28 16:57:20
116,17700,14,KUMON. Найди пару. Уровень 1,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/kumon-najdi-paru-uroven-1/,2017-02-28 16:57:20,2017-02-28 16:57:20
79,18035,14,Новогодняя,<null>,Юля Григорьева,http://www.mann-ivanov-ferber.ru/books/novogodnyaya/,2017-02-28 16:57:20,2017-02-28 17:02:24
80,17682,12,Планинг для творческих людей. Необыкновенные путешествия,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/planing-dlya-tvorcheskix-lyudej-neobyiknovennyie-puteshestviya/,2017-02-28 16:57:20,2017-02-28 17:02:24
84,17387,9,Культура для каждого,<null>,"Роберт Киган, Лиза Лэйхи",http://www.mann-ivanov-ferber.ru/books/kultura-dlya-kazhdogo/,2017-02-28 16:57:20,2017-02-28 17:03:43
82,17680,12,Планинг для творческих людей. Изумительные сады,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/planing-dlya-tvorcheskix-lyudej-izumitelnyie-sadyi/,2017-02-28 16:57:20,2017-02-28 17:02:24
83,17981,12,Невероятные лабиринты,<null>,Гарет Мур,http://www.mann-ivanov-ferber.ru/books/neveroyatnyie-labirintyi/,2017-02-28 16:57:20,2017-02-28 17:02:24
85,17334,12,Большой творческий челендж,<null>,Роза Робертс,http://www.mann-ivanov-ferber.ru/books/bolshoj-tvorcheskij-chelendzh/,2017-02-28 16:57:20,2017-02-28 17:03:43
87,17663,9,Управление продуктом в Scrum,<null>,Роман Пихлер,http://www.mann-ivanov-ferber.ru/books/upravlenie-produktom-v-scrum/,2017-02-28 16:57:20,2017-02-28 17:03:43
86,18176,<null>,Любителю волшебных историй. Подарочный комплект,<null>,Ребекка Дотремер,http://www.mann-ivanov-ferber.ru/books/lyubitelyu-volshebnyix-istorij/,2017-02-28 16:57:20,2017-02-28 17:02:24
88,17793,14,Как жили на Руси,<null>,Елена Качур,http://www.mann-ivanov-ferber.ru/books/kak-zhili-na-rusi/,2017-02-28 16:57:20,2017-02-28 17:03:43
91,17210,11,Почему я отвлекаюсь,<null>,"Эдвард М. Хэлловэлл, Джон Рэйти",http://www.mann-ivanov-ferber.ru/books/pochemu-ya-otvlekayus/,2017-02-28 16:57:20,2017-02-28 17:03:43
89,17958,14,"Я что-то забыл, и сам не помню что",<null>,"Нельсон Деллис, Ксения Дерека",http://www.mann-ivanov-ferber.ru/books/ya-chto-to-zabyil-i-sam-ne-pomnyu-chto/,2017-02-28 16:57:20,2017-02-28 17:02:24
90,17999,12,Удивительные города. Настенный календарь — 2017,<null>,Стив Макдональд,http://www.mann-ivanov-ferber.ru/books/paperbook/udivitelnyie-goroda-nastennyij-kalendar-2017/,2017-02-28 16:57:20,2017-02-28 17:02:24
92,17498,11,Со мной хотят общаться,<null>,Нина Зверева,http://www.mann-ivanov-ferber.ru/books/so-mnoj-xotyat-obshhatsya/,2017-02-28 16:57:20,2017-02-28 17:03:43
94,17995,14,Дело о новогодней елке,<null>,"Юлия Луговская, Анна Бабушкина",http://www.mann-ivanov-ferber.ru/books/delo-o-novogodnej-elke/,2017-02-28 16:57:20,2017-02-28 17:03:43
93,17828,14,Ночная сказка,<null>,Беатрис Корон,http://www.mann-ivanov-ferber.ru/books/nochnaya-skazka/,2017-02-28 16:57:20,2017-02-28 17:02:24
98,16004,13,Растительная диета,<null>,Линдси Никсон,http://www.mann-ivanov-ferber.ru/books/rastitelnaya-dieta/,2017-02-28 16:57:20,2017-02-28 17:03:43
95,17976,14,Зимние истории,<null>,Сара Уэйд,http://www.mann-ivanov-ferber.ru/books/zimnie-istorii/,2017-02-28 16:57:20,2017-02-28 17:02:24
96,17984,5,Блокнот для записей МИФа (твердая обложка),<null>,<null>,http://www.mann-ivanov-ferber.ru/books/bloknot-dlya-zapisej-mif-tverdyij-pereplet/,2017-02-28 16:57:20,2017-02-28 17:02:24
97,17874,14,"Звездная, звездная ночь",<null>,Джимми Лиао,http://www.mann-ivanov-ferber.ru/books/zvezdnaya-zvezdnaya-noch/,2017-02-28 16:57:20,2017-02-28 17:02:24
99,17392,10,Делай новое!,<null>,"Игорь Манн, Дмитрий Турусин, Роман Тарасенко",http://www.mann-ivanov-ferber.ru/books/delaj-novoe/,2017-02-28 16:57:20,2017-02-28 17:03:43
100,17405,15,Экономикс,<null>,"Майкл Гудвин, Дэвид Бах, Джоэл Бакан",http://www.mann-ivanov-ferber.ru/books/ekonomiks/,2017-02-28 16:57:20,2017-02-28 17:03:43
101,17045,15,Статистика,<null>,"Грейди Клейн, Алан Дебни",http://www.mann-ivanov-ferber.ru/books/statistika/,2017-02-28 16:57:20,2017-02-28 17:03:43
102,17823,14,Животные Севера,<null>,Дитер Браун,http://www.mann-ivanov-ferber.ru/books/zhivotnyie-severa/,2017-02-28 16:57:20,2017-02-28 17:03:43
103,17937,14,Хильда и полуночный великан,<null>,Люк Пирсон,http://www.mann-ivanov-ferber.ru/books/xilda-i-polunochnyij-velikan/,2017-02-28 16:57:20,2017-02-28 17:02:24
104,17898,14,Хильда и тролль,<null>,Люк Пирсон,http://www.mann-ivanov-ferber.ru/books/xilda-i-troll/,2017-02-28 16:57:20,2017-02-28 17:02:24
105,17929,14,Год в лесу. Календарь 2017,<null>,Евгения Салихова,http://www.mann-ivanov-ferber.ru/books/god-v-lesu-kalendar-2017/,2017-02-28 16:57:20,2017-02-28 17:02:24
106,17798,14,Чем они отличаются?,<null>,Гийом Плантвен,http://www.mann-ivanov-ferber.ru/books/chem-oni-otlichayutsya/,2017-02-28 16:57:20,2017-02-28 17:02:24
107,17475,12,Draw my life,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/istoriya-moej-zhizni/,2017-02-28 16:57:20,2017-02-28 17:02:24
108,17861,5,Блокнот для записей МИФа (белый),<null>,<null>,http://www.mann-ivanov-ferber.ru/books/bloknot-dlya-zapisej-mifa-belyij/,2017-02-28 16:57:20,2017-02-28 17:02:24
110,17802,11,Тренируем мозг. Тетрадь для развития памяти и интеллекта №2,<null>,Рюта Кавашима,http://www.mann-ivanov-ferber.ru/books/treniruem-mozg-2/,2017-02-28 16:57:20,2017-02-28 17:02:24
112,17805,14,Уроки льва,<null>,Джон Эйджи,http://www.mann-ivanov-ferber.ru/books/uroki-lva/,2017-02-28 16:57:20,2017-02-28 17:02:24
113,17856,14,Kumon. Развитие мышления. Пространственное мышление,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/kumon-razvitie-myshleniya-prostranstvennoe-myshlenie/,2017-02-28 16:57:20,2017-02-28 17:02:24
81,17666,11,Книга Ленивого Гуру,<null>,Лоуренс Шортер,http://www.mann-ivanov-ferber.ru/books/kniga-lenivogo-guru/,2017-02-28 16:57:20,2017-02-28 17:03:43
117,17701,14,KUMON. Найди пару. Уровень 2,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/kumon-najdi-paru-uroven-2/,2017-02-28 16:57:20,2017-02-28 16:57:20
120,17873,14,Сделай свою книгу,<null>,Тоня Виатровски,http://www.mann-ivanov-ferber.ru/books/sdelaj-svoyu-knigu/,2017-02-28 16:57:20,2017-02-28 16:57:20
122,17827,14,LEGO-архитектура,<null>,Том Алфин,http://www.mann-ivanov-ferber.ru/books/lego-arhitektura/,2017-02-28 16:57:21,2017-02-28 16:57:21
125,17819,14,Невозможное возможно. Лабиринты,<null>,Элизабет Голдинг,http://www.mann-ivanov-ferber.ru/books/nevozmozhnoe-vozmozhno-labirinty/,2017-02-28 16:57:21,2017-02-28 16:57:21
126,17836,14,Невозможное возможно. От точки к точке,<null>,Элизабет Голдинг,http://www.mann-ivanov-ferber.ru/books/nevozmozhnoe-vozmozhno-ot-tochki-k-tochke/,2017-02-28 16:57:21,2017-02-28 16:57:21
127,17835,14,Невозможное возможно. Головоломки,<null>,Элизабет Голдинг,http://www.mann-ivanov-ferber.ru/books/nevozmozhnoe-vozmozhno-golovolomki/,2017-02-28 16:57:21,2017-02-28 16:57:21
128,17834,14,Невозможное возможно. Найди отличия,<null>,Элизабет Голдинг,http://www.mann-ivanov-ferber.ru/books/nevozmozhnoe-vozmozhno-najdi-otlichiya/,2017-02-28 16:57:21,2017-02-28 16:57:21
130,17809,14,Мир природы,<null>,"Аманда Вуд и Майк Джолли, Оуэн Дэйви",http://www.mann-ivanov-ferber.ru/books/mir-prirodyi/,2017-02-28 16:57:21,2017-02-28 16:57:21
142,17706,14,"Кролик, который хочет уснуть",<null>,Карл-Йохан Форссен Эрлин,http://www.mann-ivanov-ferber.ru/books/krolik-kotoryij-hochet-usnut/,2017-02-28 16:57:21,2017-02-28 17:03:41
147,15458,11,Работа твоей мечты,<null>,Барбара Шер,http://www.mann-ivanov-ferber.ru/books/rabota-tvoej-mechty/,2017-02-28 16:57:21,2017-02-28 17:03:41
145,17698,14,KUMON. Давай вырезать! Забавные животные,<null>,<null>,http://www.mann-ivanov-ferber.ru/books/kumon-davaj-vyirezat-zabavnyie-zhivotnyie/,2017-02-28 16:57:21,2017-02-28 17:02:20
118,17892,14,"Привет, Землянин!",<null>,Марк тер Хорст,http://www.mann-ivanov-ferber.ru/book/privet-zemlyanin/,2017-02-28 16:57:20,2017-02-28 17:03:43
155,17485,14,Как все устроено сегодня,<null>,"Дэвид Маколи, Нил Ардли",http://www.mann-ivanov-ferber.ru/books/kak-vse-ustroeno-segodnya/,2017-02-28 16:57:21,2017-02-28 17:02:20
132,16006,9,Мастер историй,<null>,Пол Смит,http://www.mann-ivanov-ferber.ru/books/master-istorij/,2017-02-28 16:57:21,2017-02-28 17:03:43
133,17130,9,Уроки лидерства,<null>,"Алекс Фергюсон, Майкл Мориц",http://www.mann-ivanov-ferber.ru/books/uroki-liderstva/,2017-02-28 16:57:21,2017-02-28 17:03:43
134,17344,11,Как я изучаю языки,<null>,Като Ломб,http://www.mann-ivanov-ferber.ru/books/kak-ya-izuchayu-yazyiki/,2017-02-28 16:57:21,2017-02-28 17:03:43
136,17318,15,Философия,<null>,Пол Клейнман,http://www.mann-ivanov-ferber.ru/books/filosofiya/,2017-02-28 16:57:21,2017-02-28 17:03:43
140,17047,11,Брось себе вызов,<null>,Грег Уайт,http://www.mann-ivanov-ferber.ru/books/bros-sebe-vyzov/,2017-02-28 16:57:21,2017-02-28 17:03:43
138,17418,11,Планирование,<null>,Кордула Нуссбаум,http://www.mann-ivanov-ferber.ru/books/planirovanie-prostye-praktiki/,2017-02-28 16:57:21,2017-02-28 17:02:24
139,17462,11,Уверенность в себе,<null>,Ивонн Рубин,http://www.mann-ivanov-ferber.ru/books/uverennost-v-sebe-prostye-praktiki/,2017-02-28 16:57:21,2017-02-28 17:02:24
143,17708,14,Банка с историями,<null>,Эмили Ньюбургер,http://www.mann-ivanov-ferber.ru/books/banka-s-istoriyami/,2017-02-28 16:57:21,2017-02-28 17:03:44
141,17337,12,Доведи идею до ума,<null>,"Нора Хертинг, Хезер Уиллемс",http://www.mann-ivanov-ferber.ru/books/dovedi-ideyu-do-uma/,2017-02-28 16:57:21,2017-02-28 17:02:24
144,16129,12,Поиск источника,<null>,Джулия Кэмерон,http://www.mann-ivanov-ferber.ru/books/poisk-istochnika/,2017-02-28 16:57:21,2017-02-28 17:03:44
146,17496,15,"Женщины, которые изменили мир",<null>,Наталья Оленцова,http://www.mann-ivanov-ferber.ru/books/zhenshhinyi-kotoryie-izmenili-mir/,2017-02-28 16:57:21,2017-02-28 17:03:44
149,16457,11,Ультрамышление,<null>,"Тревис Мейси, Джон Хэнк",http://www.mann-ivanov-ferber.ru/books/ultra-koncentraciya/,2017-02-28 16:57:21,2017-02-28 17:03:44
148,17697,14,Смотри!,<null>,Ксавье Дэнё,http://www.mann-ivanov-ferber.ru/books/smotri/,2017-02-28 16:57:21,2017-02-28 17:02:24
152,16763,15,Таинственные страницы,<null>,Иван Ефишов,http://www.mann-ivanov-ferber.ru/books/tainstvennye-stranicy/,2017-02-28 16:57:21,2017-02-28 17:03:44
150,17329,12,Острова,<null>,Анита Грабось,http://www.mann-ivanov-ferber.ru/books/ostrova/,2017-02-28 16:57:21,2017-02-28 17:02:24
151,17595,14,В очередь! Транспорт,<null>,Томоко Омура,http://www.mann-ivanov-ferber.ru/books/v-ochered-transport/,2017-02-28 16:57:21,2017-02-28 17:02:25
153,16996,15,Педагогическая поэма,<null>,Антон Макаренко,http://www.mann-ivanov-ferber.ru/books/pedagogicheskaya-poema/,2017-02-28 16:57:21,2017-02-28 17:03:44
