"ID","CategoryID","Title","Authors","ISBN","URL"
"20997","12","Городской скетчинг шаг за шагом","Клаус Майер-Паукен","","https://www.mann-ivanov-ferber.ru/books/gorodskoj-sketching-shag-za-shagom/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21068","14","Дневник 29","Димитрис Чассапакис","","https://www.mann-ivanov-ferber.ru/books/dnevnik-29/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20995","12","Говорит и показывает искусство","Дана Арнольд","","https://www.mann-ivanov-ferber.ru/books/govorit-i-pokazyivaet-iskusstvo/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21156","11","Переключайтесь","Чип Хиз  и Дэн Хиз","","https://www.mann-ivanov-ferber.ru/books/pereklyuchajtes/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20287","9","Азбука системного мышления","Донелла Медоуз","","https://www.mann-ivanov-ferber.ru/books/azbuka-sistemnogo-myishleniya/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20549","11","Путь к характеру","Дэвид Брукс","","https://www.mann-ivanov-ferber.ru/books/put-k-xarakteru/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20675","14","Полли и Нейл. Шторм","Дженни Колган","","https://www.mann-ivanov-ferber.ru/books/polli-i-nejl-shtorm/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20676","14","Полли и Нейл. Новый друг","Дженни Колган","","https://www.mann-ivanov-ferber.ru/books/polli-i-nejl-novyij-drug/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20852","12","Живой текст","Карен Визнер","","https://www.mann-ivanov-ferber.ru/books/zhivoj-tekst/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21039","14","Как найти созвездия","Ханс Аугусто Рей","","https://www.mann-ivanov-ferber.ru/books/kak-najti-sozvezdiya/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20533","21","Трамп и эпоха постправды","Кен Уилбер","","https://www.mann-ivanov-ferber.ru/books/tramp-i-epoxa-postpravdyi/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20212","9","Управление полярностями","Барри Джонсон","","https://www.mann-ivanov-ferber.ru/books/upravlenie-polyarnostyami/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20682","28","Контракт с Богом","Уилл Айснер","","https://www.mann-ivanov-ferber.ru/books/kontrakt-s-bogom/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21099","12","Как не сойти с ума, работая из дома","Адам Куртц","","https://www.mann-ivanov-ferber.ru/books/kak-ne-sojti-s-uma-rabotaya-iz-doma/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"19958","28","Космические лепешки","Крейг Томпсон, Дэйв Стюарт","","https://www.mann-ivanov-ferber.ru/books/space-dumplins/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21207","14","Без ума от кошек","Оуэн Дэйви","","https://www.mann-ivanov-ferber.ru/books/bez-uma-ot-koshek/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20298","11","На пике","Брэд Штульберг, Стив Магнесс","","https://www.mann-ivanov-ferber.ru/books/na-pike/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21065","14","Как вырастить свой сад","Джо Элворти, Элеанор Тэйлор","","https://www.mann-ivanov-ferber.ru/books/kak-vyirastit-svoj-sad/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21114","14","Программирование на Python","Кэрол Вордерман, Крейг Томпсон, Клэр Квигли, Дэниел Маккафферти, Мартин Гудфеллоу, Джон Вудкок","","https://www.mann-ivanov-ferber.ru/books/programmirovanie-na-python/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"18476","9","Как найти деньги для вашего бизнеса","Олег Иванов","","https://www.mann-ivanov-ferber.ru/books/chastnyie-dengi-dlya-vashego-biznesa/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21044","14","Построено на века","Елена Забродина, Анна Расторгуева, Мария Ларина","","https://www.mann-ivanov-ferber.ru/books/postroeno-na-veka/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20674","14","Полли и Нейл","Дженни Колган","","https://www.mann-ivanov-ferber.ru/books/polli-i-nejl/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20564","12","Экспериментальная пастель","Доун Эмерсон","","https://www.mann-ivanov-ferber.ru/books/eksperimentalnaya-pastel/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21046","14","Сто тысяч вариантов (и овечек)","Анн Монтель, Леик Клемон","","https://www.mann-ivanov-ferber.ru/books/sto-tyisyach-variantov-i-ovechek/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20944","14","Твои финансы","Елена Тимохина, Елизавета Краснова","","https://www.mann-ivanov-ferber.ru/books/tvoi-finansyi/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21055","14","Саша летит отдыхать","Анна-Карин Гархман","","https://www.mann-ivanov-ferber.ru/books/sasha-letit-otdyixat/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21056","14","Саша идет стричься","Анна-Карин Гархман","","https://www.mann-ivanov-ferber.ru/books/sasha-idet-strichsya/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20848","14","Это же собака!","Фульвия Дель’Инноченти, Мария Хирон","","https://www.mann-ivanov-ferber.ru/books/eto-zhe-sobaka/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"19328","15","Латеральная логика","Гарет Мур","","https://www.mann-ivanov-ferber.ru/books/lateralnaya-logika/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20209","11","Привычки на всю жизнь","Шон Янг","","https://www.mann-ivanov-ferber.ru/books/privyichki-na-vsyu-zhizn/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21045","14","Автомобили и транспорт","Елена Качур","","https://www.mann-ivanov-ferber.ru/books/avtomobili-i-transport/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21069","14","Учимся и растём! Линии","","","https://www.mann-ivanov-ferber.ru/books/uchimsya-i-rastyom-linii/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21070","14","Учимся и растём! Лабиринты","","","https://www.mann-ivanov-ferber.ru/books/uchimsya-i-rastyom-labirintyi/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21071","14","Учимся и растём! Числа от 1 до 30","","","https://www.mann-ivanov-ferber.ru/books/uchimsya-i-rastyom-chisla-ot-1-do-30/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
